"year","sex","age","region","happiness","educ","race","work","marital","age_ranges","year_ranges"
1984,"M",62,"Middle Atlantic","Not too happy","8th grade","white","With a job, but not at work because of temporary illness, vacation, strike","Never married","62 to 63","1982 to 1983"
1984,"M",24,"Middle Atlantic","Not too happy","12th grade","white","Working full time","Divorced","24 to 25","1982 to 1983"
1984,"F",26,"Middle Atlantic","Very happy","10th grade","white","Keeping house","Married","26 to 27","1982 to 1983"
1984,"F",29,"Middle Atlantic","Pretty happy","2 years of college","white","Working full time","Divorced","28 to 29","1982 to 1983"
1984,"F",23,"Middle Atlantic","Pretty happy","4 years of college","white","Working full time","Never married","22 to 23","1982 to 1983"
1984,"M",43,"Middle Atlantic","Pretty happy","12th grade","white","Working full time","Sepreated","42 to 43","1982 to 1983"
1984,"F",23,"Middle Atlantic","Pretty happy","4 years of college","white","Working full time","Never married","22 to 23","1982 to 1983"
1984,"M",23,"Middle Atlantic","Very happy","12th grade","white","Working full time","Never married","22 to 23","1982 to 1983"
1984,"F",25,"Middle Atlantic","Pretty happy","2 years of college","white","Working full time","Never married","24 to 25","1982 to 1983"
1984,"F",26,"Middle Atlantic","Very happy","1 year of college","white","Keeping house","Married","26 to 27","1982 to 1983"
1984,"M",26,"Middle Atlantic","Pretty happy","12th grade","white","Working full time","Never married","26 to 27","1982 to 1983"
1984,"F",35,"Middle Atlantic","Pretty happy","2 years of college","white","Working full time","Never married","34 to 35","1982 to 1983"
1984,"F",82,"Middle Atlantic","Pretty happy","10th grade","white","Retired","Widowed","82 to 83","1982 to 1983"
1984,"F",21,"Middle Atlantic","Very happy","12th grade","white","Keeping house","Married","20 to 21","1982 to 1983"
1984,"M",37,"Middle Atlantic","Pretty happy","10th grade","white","Working full time","Divorced","36 to 37","1982 to 1983"
1984,"M",32,"Middle Atlantic","Pretty happy","10th grade","white","Working part time","Divorced","32 to 33","1982 to 1983"
1984,"M",75,"Middle Atlantic","Pretty happy","12th grade","white","Retired","Widowed","74 to 75","1982 to 1983"
1984,"M",72,"Middle Atlantic","Pretty happy","10th grade","white","Retired","Married","72 to 73","1982 to 1983"
1984,"F",24,"Middle Atlantic","Very happy","12th grade","white","Working full time","Never married","24 to 25","1982 to 1983"
1984,"F",58,"Middle Atlantic","Very happy","8th grade","white","Keeping house","Married","58 to 59","1982 to 1983"
1984,"F",49,"Middle Atlantic","Very happy","12th grade","white","Working full time","Married","48 to 49","1982 to 1983"
1984,"F",78,"Middle Atlantic","Pretty happy","12th grade","white","Retired","Widowed","78 to 79","1982 to 1983"
1984,"F",34,"Middle Atlantic","Very happy","3 years of collage","white","In school","Married","34 to 35","1982 to 1983"
1984,"M",73,"Middle Atlantic","Very happy","12th grade","white","Retired","Married","72 to 73","1982 to 1983"
1984,"F",68,"Middle Atlantic","Pretty happy","12th grade","white","Retired","Married","68 to 69","1982 to 1983"
1984,"F",35,"Middle Atlantic","Not too happy","12th grade","white","Working full time","Divorced","34 to 35","1982 to 1983"
1984,"M",30,"Middle Atlantic","Pretty happy","4 years of college","white","Working part time","Divorced","30 to 31","1982 to 1983"
1984,"F",33,"Middle Atlantic","Pretty happy","8 or more years of college","white","Working full time","Divorced","32 to 33","1982 to 1983"
1984,"M",39,"Middle Atlantic","Pretty happy","6 years of college","white","Working full time","Never married","38 to 39","1982 to 1983"
1984,"F",33,"Middle Atlantic","Pretty happy","3 years of collage","white","Working part time","Divorced","32 to 33","1982 to 1983"
1984,"F",72,"Middle Atlantic","Pretty happy","12th grade","white","Keeping house","Married","72 to 73","1982 to 1983"
1984,"F",29,"Middle Atlantic","Pretty happy","12th grade","white","Working full time","Married","28 to 29","1982 to 1983"
1984,"M",62,"Middle Atlantic","Very happy","12th grade","white","Retired","Married","62 to 63","1982 to 1983"
1984,"M",44,"Middle Atlantic","Pretty happy","7th grade","white","Working full time","Married","44 to 45","1982 to 1983"
1984,"M",33,"Middle Atlantic","Pretty happy","3 years of collage","white","Working full time","Married","32 to 33","1982 to 1983"
1984,"F",35,"Middle Atlantic","Pretty happy","12th grade","white","Working part time","Married","34 to 35","1982 to 1983"
1984,"M",64,"Middle Atlantic","Very happy","2 years of college","white","Retired","Married","64 to 65","1982 to 1983"
1984,"F",62,"Middle Atlantic","Pretty happy","12th grade","white","Keeping house","Married","62 to 63","1982 to 1983"
1984,"F",39,"Middle Atlantic","Pretty happy","5 years of college","white","Working full time","Married","38 to 39","1982 to 1983"
1984,"F",32,"Middle Atlantic","Pretty happy","12th grade","white","Keeping house","Married","32 to 33","1982 to 1983"
1984,"M",34,"Middle Atlantic","Pretty happy","12th grade","white","Working full time","Married","34 to 35","1982 to 1983"
1984,"M",55,"Middle Atlantic","Pretty happy","No formal schooling","white","Unemployed, laid off, looking for work","Never married","54 to 55","1982 to 1983"
1984,"M",66,"Middle Atlantic","Very happy","11th grade","white","Retired","Married","66 to 67","1982 to 1983"
1984,"F",55,"Middle Atlantic","Not too happy","9th grade","white","Keeping house","Married","54 to 55","1982 to 1983"
1984,"F",27,"Middle Atlantic","Pretty happy","12th grade","white","Working full time","Married","26 to 27","1982 to 1983"
1984,"F",21,"Middle Atlantic","Pretty happy","1 year of college","white","In school","Never married","20 to 21","1982 to 1983"
1984,"M",42,"Middle Atlantic","Very happy","12th grade","white","Working full time","Married","42 to 43","1982 to 1983"
1984,"M",36,"Middle Atlantic","Pretty happy","2 years of college","white","Working full time","Married","36 to 37","1982 to 1983"
1984,"M",42,"Middle Atlantic","Very happy","9th grade","white","Working full time","Married","42 to 43","1982 to 1983"
1984,"M",39,"East North Central","Very happy","12th grade","white","Working full time","Married","38 to 39","1982 to 1983"
1984,"M",63,"East North Central","Not too happy","11th grade","white","Retired","Married","62 to 63","1982 to 1983"
1984,"M",36,"East North Central","Pretty happy","12th grade","white","With a job, but not at work because of temporary illness, vacation, strike","Divorced","36 to 37","1982 to 1983"
1984,"M",59,"East North Central","Not too happy","8th grade","white","Working part time","Divorced","58 to 59","1982 to 1983"
1984,"F",60,"Middle Atlantic","Pretty happy","9th grade","white","Keeping house","Widowed","60 to 61","1982 to 1983"
1984,"M",64,"Middle Atlantic","Very happy","12th grade","white","Retired","Married","64 to 65","1982 to 1983"
1984,"F",29,"Middle Atlantic","Pretty happy","7 years of college","white","Working full time","Never married","28 to 29","1982 to 1983"
1984,"F",63,"Middle Atlantic","Very happy","10th grade","white","Keeping house","Married","62 to 63","1982 to 1983"
1984,"F",57,"Middle Atlantic","Very happy","11th grade","white","Working full time","Divorced","56 to 57","1982 to 1983"
1984,"F",59,"Middle Atlantic","Pretty happy","9th grade","white","Keeping house","Married","58 to 59","1982 to 1983"
1984,"F",40,"Middle Atlantic","Pretty happy","1 year of college","white","Working full time","Divorced","40 to 41","1982 to 1983"
1984,"F",43,"Middle Atlantic","Pretty happy","12th grade","white","Keeping house","Married","42 to 43","1982 to 1983"
1984,"M",26,"Middle Atlantic","Very happy","1 year of college","white","Working full time","Married","26 to 27","1982 to 1983"
1984,"F",66,"Middle Atlantic","Very happy","10th grade","white","Keeping house","Widowed","66 to 67","1982 to 1983"
1984,"M",29,"Middle Atlantic","Very happy","8 or more years of college","white","Working full time","Married","28 to 29","1982 to 1983"
1984,"F",24,"Middle Atlantic","Pretty happy","5 years of college","white","Working full time","Never married","24 to 25","1982 to 1983"
1984,"F",36,"Middle Atlantic","Pretty happy","2 years of college","white","Working full time","Divorced","36 to 37","1982 to 1983"
1984,"F",30,"Middle Atlantic","Pretty happy","4 years of college","white","Working full time","Never married","30 to 31","1982 to 1983"
1984,"F",89,"Middle Atlantic","Very happy","8 or more years of college","white","Retired","Widowed","88 to 89","1982 to 1983"
1984,"M",45,"Middle Atlantic","Pretty happy","3 years of collage","white","Working full time","Married","44 to 45","1982 to 1983"
1984,"M",83,"Middle Atlantic","Very happy","9th grade","white","Retired","Married","82 to 83","1982 to 1983"
1984,"M",29,"Middle Atlantic","Pretty happy","12th grade","white","Working full time","Never married","28 to 29","1982 to 1983"
1984,"F",21,"Middle Atlantic","Very happy","11th grade","white","Keeping house","Divorced","20 to 21","1982 to 1983"
1984,"M",36,"Middle Atlantic","Pretty happy","3 years of collage","white","Working part time","Never married","36 to 37","1982 to 1983"
1984,"M",30,"Middle Atlantic","Pretty happy","7 years of college","white","Working full time","Never married","30 to 31","1982 to 1983"
1984,"M",37,"Middle Atlantic","Pretty happy","10th grade","white","Unemployed, laid off, looking for work","Sepreated","36 to 37","1982 to 1983"
1984,"F",24,"Middle Atlantic","Pretty happy","12th grade","white","Working full time","Never married","24 to 25","1982 to 1983"
1984,"F",40,"Middle Atlantic","Pretty happy","1 year of college","white","Keeping house","Married","40 to 41","1982 to 1983"
1984,"M",20,"Middle Atlantic","Very happy","11th grade","white","Working part time","Never married","20 to 21","1982 to 1983"
1984,"F",89,"Middle Atlantic","Very happy","2 years of college","white","Retired","Widowed","88 to 89","1982 to 1983"
1984,"F",45,"Middle Atlantic","Very happy","12th grade","white","Keeping house","Married","44 to 45","1982 to 1983"
1984,"F",48,"Middle Atlantic","Pretty happy","12th grade","white","Working full time","Married","48 to 49","1982 to 1983"
1984,"M",45,"Middle Atlantic","Pretty happy","12th grade","white","Working full time","Married","44 to 45","1982 to 1983"
1984,"F",55,"Middle Atlantic","Pretty happy","12th grade","white","In school","Married","54 to 55","1982 to 1983"
1984,"F",30,"East North Central","Pretty happy","7 years of college","white","Working full time","Never married","30 to 31","1982 to 1983"
1984,"F",27,"East North Central","Very happy","4 years of college","white","Working full time","Never married","26 to 27","1982 to 1983"
1984,"F",29,"East North Central","Very happy","1 year of college","white","Working full time","Divorced","28 to 29","1982 to 1983"
1984,"M",31,"East North Central","Very happy","8 or more years of college","white","Working full time","Never married","30 to 31","1982 to 1983"
1984,"F",23,"East North Central","Pretty happy","3 years of collage","white","Working part time","Never married","22 to 23","1982 to 1983"
1984,"F",24,"East North Central","Very happy","4 years of college","white","Working full time","Married","24 to 25","1982 to 1983"
1984,"F",57,"East North Central","Very happy","12th grade","white","Working full time","Divorced","56 to 57","1982 to 1983"
1984,"F",61,"East North Central","Pretty happy","6th grade","white","Keeping house","Married","60 to 61","1982 to 1983"
1984,"F",76,"East North Central","Not too happy","9th grade","Black","Retired","Widowed","76 to 77","1982 to 1983"
1984,"F",21,"East North Central","Pretty happy","12th grade","Black","Unemployed, laid off, looking for work","Never married","20 to 21","1982 to 1983"
1984,"F",51,"East North Central","Pretty happy","6th grade","white","Keeping house","Married","50 to 51","1982 to 1983"
1984,"F",70,"East North Central","Pretty happy","12th grade","white","Keeping house","Married","70 to 71","1982 to 1983"
1984,"M",45,"East North Central","Very happy","6th grade","white","Working full time","Married","44 to 45","1982 to 1983"
1984,"M",57,"East North Central","Very happy","8 or more years of college","white","Working full time","Married","56 to 57","1982 to 1983"
1984,"M",34,"East North Central","Pretty happy","8 or more years of college","white","Working full time","Married","34 to 35","1982 to 1983"
1984,"F",59,"East North Central","Very happy","2 years of college","white","Keeping house","Married","58 to 59","1982 to 1983"
